#  E (eV)   dos(E)     Int dos(E) EFermi =   -2.016 eV
 -31.382  0.0000E+00  0.0000E+00
 -31.372  0.1472E+02  0.2130E+01
 -31.362  0.1862E+02  0.2296E+01
 -31.352  0.1891E+02  0.2481E+01
 -31.342  0.2245E+02  0.2688E+01
 -31.332  0.3240E+02  0.2946E+01
 -31.322  0.5804E+02  0.3424E+01
 -31.312  0.1548E+03  0.4473E+01
 -31.302  0.9530E+02  0.5711E+01
 -31.292  0.7695E+02  0.6725E+01
 -31.282  0.1215E+03  0.7680E+01
 -31.272  0.8341E+02  0.8603E+01
 -31.262  0.0000E+00  0.1000E+02
 -31.252  0.7665E+02  0.1080E+02
 -31.242  0.6887E+02  0.1150E+02
 -31.232  0.1747E+03  0.1283E+02
 -31.222  0.3636E+02  0.1491E+02
 -31.212  0.8212E+02  0.1537E+02
 -31.202  0.1769E+03  0.1650E+02
 -31.192  0.2682E+02  0.1730E+02
 -31.182  0.2067E+02  0.1753E+02
 -31.172  0.1685E+02  0.1772E+02
 -31.162  0.1358E+02  0.1787E+02
 -31.152  0.2319E+03  0.1985E+02
 -31.142  0.0000E+00  0.2000E+02
 -31.132  0.0000E+00  0.2000E+02
 -31.122  0.0000E+00  0.2000E+02
 -31.112  0.0000E+00  0.2000E+02
 -31.102  0.0000E+00  0.2000E+02
 -31.092  0.0000E+00  0.2000E+02
 -31.082  0.0000E+00  0.2000E+02
 -31.072  0.0000E+00  0.2000E+02
 -31.062  0.0000E+00  0.2000E+02
 -31.052  0.0000E+00  0.2000E+02
 -31.042  0.0000E+00  0.2000E+02
 -31.032  0.0000E+00  0.2000E+02
 -31.022  0.0000E+00  0.2000E+02
 -31.012  0.0000E+00  0.2000E+02
 -31.002  0.0000E+00  0.2000E+02
 -30.992  0.0000E+00  0.2000E+02
 -30.982  0.0000E+00  0.2000E+02
 -30.972  0.0000E+00  0.2000E+02
 -30.962  0.0000E+00  0.2000E+02
 -30.952  0.0000E+00  0.2000E+02
 -30.942  0.0000E+00  0.2000E+02
 -30.932  0.0000E+00  0.2000E+02
 -30.922  0.0000E+00  0.2000E+02
 -30.912  0.0000E+00  0.2000E+02
 -30.902  0.0000E+00  0.2000E+02
 -30.892  0.0000E+00  0.2000E+02
 -30.882  0.0000E+00  0.2000E+02
 -30.872  0.0000E+00  0.2000E+02
 -30.862  0.0000E+00  0.2000E+02
 -30.852  0.0000E+00  0.2000E+02
 -30.842  0.0000E+00  0.2000E+02
 -30.832  0.0000E+00  0.2000E+02
 -30.822  0.0000E+00  0.2000E+02
 -30.812  0.0000E+00  0.2000E+02
 -30.802  0.0000E+00  0.2000E+02
 -30.792  0.0000E+00  0.2000E+02
 -30.782  0.0000E+00  0.2000E+02
 -30.772  0.0000E+00  0.2000E+02
 -30.762  0.0000E+00  0.2000E+02
 -30.752  0.0000E+00  0.2000E+02
 -30.742  0.0000E+00  0.2000E+02
 -30.732  0.0000E+00  0.2000E+02
 -30.722  0.0000E+00  0.2000E+02
 -30.712  0.0000E+00  0.2000E+02
 -30.702  0.0000E+00  0.2000E+02
 -30.692  0.0000E+00  0.2000E+02
 -30.682  0.0000E+00  0.2000E+02
 -30.672  0.0000E+00  0.2000E+02
 -30.662  0.0000E+00  0.2000E+02
 -30.652  0.0000E+00  0.2000E+02
 -30.642  0.0000E+00  0.2000E+02
 -30.632  0.0000E+00  0.2000E+02
 -30.622  0.0000E+00  0.2000E+02
 -30.612  0.0000E+00  0.2000E+02
 -30.602  0.0000E+00  0.2000E+02
 -30.592  0.0000E+00  0.2000E+02
 -30.582  0.0000E+00  0.2000E+02
 -30.572  0.0000E+00  0.2000E+02
 -30.562  0.0000E+00  0.2000E+02
 -30.552  0.0000E+00  0.2000E+02
 -30.542  0.0000E+00  0.2000E+02
 -30.532  0.0000E+00  0.2000E+02
 -30.522  0.0000E+00  0.2000E+02
 -30.512  0.0000E+00  0.2000E+02
 -30.502  0.0000E+00  0.2000E+02
 -30.492  0.0000E+00  0.2000E+02
 -30.482  0.0000E+00  0.2000E+02
 -30.472  0.0000E+00  0.2000E+02
 -30.462  0.0000E+00  0.2000E+02
 -30.452  0.0000E+00  0.2000E+02
 -30.442  0.0000E+00  0.2000E+02
 -30.432  0.0000E+00  0.2000E+02
 -30.422  0.0000E+00  0.2000E+02
 -30.412  0.0000E+00  0.2000E+02
 -30.402  0.0000E+00  0.2000E+02
 -30.392  0.0000E+00  0.2000E+02
 -30.382  0.0000E+00  0.2000E+02
 -30.372  0.0000E+00  0.2000E+02
 -30.362  0.0000E+00  0.2000E+02
 -30.352  0.0000E+00  0.2000E+02
 -30.342  0.0000E+00  0.2000E+02
 -30.332  0.0000E+00  0.2000E+02
 -30.322  0.0000E+00  0.2000E+02
 -30.312  0.0000E+00  0.2000E+02
 -30.302  0.0000E+00  0.2000E+02
 -30.292  0.0000E+00  0.2000E+02
 -30.282  0.0000E+00  0.2000E+02
 -30.272  0.0000E+00  0.2000E+02
 -30.262  0.0000E+00  0.2000E+02
 -30.252  0.0000E+00  0.2000E+02
 -30.242  0.0000E+00  0.2000E+02
 -30.232  0.0000E+00  0.2000E+02
 -30.222  0.0000E+00  0.2000E+02
 -30.212  0.0000E+00  0.2000E+02
 -30.202  0.0000E+00  0.2000E+02
 -30.192  0.0000E+00  0.2000E+02
 -30.182  0.0000E+00  0.2000E+02
 -30.172  0.0000E+00  0.2000E+02
 -30.162  0.0000E+00  0.2000E+02
 -30.152  0.0000E+00  0.2000E+02
 -30.142  0.0000E+00  0.2000E+02
 -30.132  0.0000E+00  0.2000E+02
 -30.122  0.0000E+00  0.2000E+02
 -30.112  0.0000E+00  0.2000E+02
 -30.102  0.0000E+00  0.2000E+02
 -30.092  0.0000E+00  0.2000E+02
 -30.082  0.0000E+00  0.2000E+02
 -30.072  0.0000E+00  0.2000E+02
 -30.062  0.0000E+00  0.2000E+02
 -30.052  0.0000E+00  0.2000E+02
 -30.042  0.0000E+00  0.2000E+02
 -30.032  0.0000E+00  0.2000E+02
 -30.022  0.0000E+00  0.2000E+02
 -30.012  0.0000E+00  0.2000E+02
 -30.002  0.0000E+00  0.2000E+02
 -29.992  0.0000E+00  0.2000E+02
 -29.982  0.0000E+00  0.2000E+02
 -29.972  0.0000E+00  0.2000E+02
 -29.962  0.0000E+00  0.2000E+02
 -29.952  0.0000E+00  0.2000E+02
 -29.942  0.0000E+00  0.2000E+02
 -29.932  0.0000E+00  0.2000E+02
 -29.922  0.0000E+00  0.2000E+02
 -29.912  0.0000E+00  0.2000E+02
 -29.902  0.0000E+00  0.2000E+02
 -29.892  0.0000E+00  0.2000E+02
 -29.882  0.0000E+00  0.2000E+02
 -29.872  0.0000E+00  0.2000E+02
 -29.862  0.0000E+00  0.2000E+02
 -29.852  0.0000E+00  0.2000E+02
 -29.842  0.0000E+00  0.2000E+02
 -29.832  0.0000E+00  0.2000E+02
 -29.822  0.0000E+00  0.2000E+02
 -29.812  0.0000E+00  0.2000E+02
 -29.802  0.0000E+00  0.2000E+02
 -29.792  0.0000E+00  0.2000E+02
 -29.782  0.0000E+00  0.2000E+02
 -29.772  0.0000E+00  0.2000E+02
 -29.762  0.0000E+00  0.2000E+02
 -29.752  0.0000E+00  0.2000E+02
 -29.742  0.0000E+00  0.2000E+02
 -29.732  0.0000E+00  0.2000E+02
 -29.722  0.0000E+00  0.2000E+02
 -29.712  0.0000E+00  0.2000E+02
 -29.702  0.0000E+00  0.2000E+02
 -29.692  0.0000E+00  0.2000E+02
 -29.682  0.0000E+00  0.2000E+02
 -29.672  0.0000E+00  0.2000E+02
 -29.662  0.0000E+00  0.2000E+02
 -29.652  0.0000E+00  0.2000E+02
 -29.642  0.0000E+00  0.2000E+02
 -29.632  0.0000E+00  0.2000E+02
 -29.622  0.0000E+00  0.2000E+02
